Subconjunto,Numero,Nome,Email,PaisNacionalidade,ProgramaTutoria,TempoParcial,SituacaoPrescricao,Habilitacao,Curso,CursoNome,PrimeiraVezCurso,AnoLetivoMatricula,EstadoMatricula,TipoAcesso,Regime,AnoCurricular,ECTS_InscritosAnoAtual,IND2_1,ECTS_InscritoAnoAtualSemestre1,ECTS_FeitosAnoAtual,IND2_2,Propina_TotalEmDivida,IND2_3,BolsaSAS_DataCandidatura,BolsaSAS_EstadoBolsa,BolsaSAS_DataDespacho,BolsaSAS_ValorBolsa,IND2_4,IngressoRG_nota,IngressoRG_fase,IngressoRG_pref,IND2_5,NumUCinscritas,UC1_CodUC,UC1_Assiduidade,UC1_AvalParcial,UC2_CodUC,UC2_Assiduidade,UC2_AvalParcial,UC3_CodUC,UC3_Assiduidade,UC3_AvalParcial,UC4_CodUC,UC4_Assiduidade,UC4_AvalParcial,UC5_CodUC,UC5_Assiduidade,UC5_AvalParcial,UC6_CodUC,UC6_Assiduidade,UC6_AvalParcial,UC7_CodUC,UC7_Assiduidade,UC7_AvalParcial,UC8_CodUC,UC8_Assiduidade,UC8_AvalParcial
b1,7162,A7162,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,,,,,,10,139.8,1,2,10,5,40338,96.15,,42729,100,,47166,92.86,,40333,100,,43257,93.1,,,,,,,,,,
b1,7163,A7163,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,10,129,1,1,10,4,42883,100,,42257,100,,41703,100,,47030,96.15,,,,,,,,,,,,,
b1,7164,A7164,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,,,,,,10,141.6,1,4,10,5,42607,100,,45104,92.86,,44319,100,,42602,100,,42611,100,,,,,,,,,,
b1,7165,A7165,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,22,C22,VERDADEIRO,2015,ACTIVO,M23,Ordinário,1,60,30,30,0,10,0,,,,,,,,,,30,5,41201,90.24,,41703,58.82,,47211,61.54,,40909,19.23,,42729,16.67,,,,,,,,,,
b1,7166,A7166,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,14/08/2015,Deferida,03/10/2015,1800,10,179,1,1,10,4,48140,96.67,,48137,100,,48138,100,,48139,100,,,,,,,,,,,,,
b1,7167,A7167,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,26,10,0,10,31/08/2015,Deferida,26/10/2015,1064,10,124.8,1,1,30,5,47171,92.68,,40333,100,,43257,60.71,,40331,96.55,,42729,92.86,,,,,,,,,,
b1,7168,A7168,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,28,10,0,30,09/09/2015,Indeferida,30/11/2015,,10,141.8,1,6,30,5,40338,100,,40333,88.89,,43257,93.1,,42729,92.59,,47166,48.84,,,,,,,,,,
b1,7169,A7169,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,30,14/09/2015,Indeferida,26/10/2015,,10,125.2,1,1,30,5,42602,82.14,,42611,86.67,,42607,85.71,,45104,42.86,,44319,89.66,,,,,,,,,,
b1,7170,A7170,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,42,10,0,,,,,,10,154.4,1,1,30,5,47166,88.1,,40333,84.62,,43257,85.71,,42729,76.67,,40338,92.31,,,,,,,,,,
b1,7171,A7171,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,185.6,1,1,30,5,40436,100,,40431,100,,42729,96.43,,42502,92.11,,47166,18.18,,,,,,,,,,
b1,7172,A7172,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,33,C33,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,0,10,0,30,21/09/2015,Indeferida,09/02/2016,,30,115.5,1,4,30,4,43504,100,,47238,64.29,,47169,90.24,,42257,100,,,,,,,,,,,,,
b1,7173,A7173,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,28/09/2015,Deferida,09/02/2016,4124,10,175.8,1,4,10,4,48137,100,,48140,96.67,,48138,100,,48139,100,,,,,,,,,,,,,
b1,7174,A7174,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,02/09/2015,Deferida,09/02/2016,4214,10,179.8,1,1,10,4,48139,100,,48138,100,,48137,100,,48140,100,,,,,,,,,,,,,
b1,7175,A7175,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,10/09/2015,Deferida,22/12/2015,3781,10,166.8,1,1,10,4,48139,100,,48138,100,,48137,100,,48140,100,,,,,,,,,,,,,
b1,7176,A7176,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,42,10,0,30,29/10/2015,Indeferida,30/11/2015,,10,136.8,1,3,30,5,44314,100,,45104,60,,46843,65.52,,44243,79.31,,42602,100,,,,,,,,,,
b1,7177,A7177,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,32,10,0,,,,,,10,141.8,1,4,30,5,40338,96.15,,40333,66.67,,43257,100,,42729,92.59,,47166,67.44,,,,,,,,,,
b1,7178,A7178,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,14,10,0,,,,,,10,127.2,1,4,30,4,47171,43.9,,40333,58.62,,43257,28.57,,40331,89.66,,,,,,,,,,,,,
b1,7179,A7179,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,20/09/2015,Indeferida,22/12/2015,,10,165,1,1,10,4,48137,96.3,,48140,96.67,,48138,97.62,,48139,100,,,,,,,,,,,,,
b1,7180,A7180,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,66,10,30,60,10,0,,,,,,10,168.5,1,1,30,5,48137,100,,42602,75,,48140,90,,48139,100,,48138,97.62,,,,,,,,,,
b1,7181,A7181,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,20,10,0,,,,,,10,137,1,2,30,5,42729,88.89,,47166,41.86,,40333,100,,43257,85.71,,40338,96.15,,,,,,,,,,
b1,7182,A7182,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,,,,,,10,129.2,1,2,30,5,42729,85.71,,40333,89.66,,43257,82.14,,47171,73.17,,40331,93.1,,,,,,,,,,
b1,7183,A7183,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,,,,,,10,159.6,1,1,30,5,40338,96.15,,42729,92.59,,40333,88.89,,43257,93.1,,47166,32.56,,,,,,,,,,
b1,7184,A7184,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,48,10,0,,,,,,10,127.4,1,3,30,5,42604,93.1,,45104,42.86,,42602,78.57,,42611,80,,44319,89.66,,,,,,,,,,
b1,7185,A7185,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,M23,Trabalhador Estudante,1,60,30,30,24,10,0,,,,,,,,,,30,5,40436,55.17,,42729,10.71,,47166,9.09,,40431,42.86,,42502,39.47,,,,,,,,,,
b1,7186,A7186,,BRASIL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,VERDADEIRO,2015,ACTIVO,M23,Ordinário,1,60,10,30,54,10,0,,,,,,,,,,10,5,43346,100,,47216,100,,40577,100,,47015,100,,47215,100,,,,,,,,,,
b1,7187,A7187,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,52,C52,VERDADEIRO,2015,ACTIVO,TIT,Trabalhador Estudante,1,60,10,30,54,10,0,,,,,,,,,,20,5,81435,60,,85101,100,,81125,34.48,,84116,10.34,,81436,-2,,,,,,,,,,
b1,7188,A7188,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,147.4,1,1,10,5,42611,100,,42602,96.43,,42607,90.63,,41201,95.35,,46814,100,,,,,,,,,,
b1,7189,A7189,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,169.8,1,1,10,5,41201,97.73,,46814,100,,42604,96.43,,42602,100,,42611,100,,,,,,,,,,
b1,7190,A7190,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,146.6,1,1,10,5,46814,100,,41201,92.86,,42602,96.55,,42611,100,,42604,96.43,,,,,,,,,,
b1,7191,A7191,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,30,30,30,0,10,0,30,20/09/2015,Indeferida,05/01/2016,,10,178.5,1,6,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7192,A7192,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,134.2,2,4,10,5,46844,95.65,,41201,87.8,,46843,88.89,,42602,89.66,,42611,100,,,,,,,,,,
b1,7193,A7193,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,46,10,0,,,,,,10,162.4,1,1,10,5,40333,96.67,,43257,85.71,,47171,92.86,,42729,96.3,,40331,96.55,,,,,,,,,,
b1,7194,A7194,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,48,10,0,,,,,,10,144.2,1,2,10,5,47166,97.67,,42729,96.3,,40333,96.3,,43257,100,,40338,100,,,,,,,,,,
b1,7195,A7195,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,21/09/2015,Deferida,16/10/2015,2928,10,131,1,5,30,5,42607,93.1,,45104,46.67,,44314,100,,42602,100,,44408,82.76,,,,,,,,,,
b1,7196,A7196,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,14,10,0,10,23/07/2015,Deferida,26/10/2015,1064,10,157.4,1,3,30,5,40333,86.67,,43257,82.14,,47171,59.52,,42729,70.37,,40331,93.1,,,,,,,,,,
b1,7197,A7197,,UCRÂNIA,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,23,C23,VERDADEIRO,2015,ACTIVO,TIT-CET,Ordinário,1,60,10,30,60,10,0,10,23/09/2015,Deferida,07/12/2015,2745,,,,,10,5,47286,96.43,,47253,91.18,,45737,100,,47122,100,,41201,93.18,,,,,,,,,,
b1,7198,A7198,,BRASIL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,30,07/09/2015,Indeferida,09/02/2016,,10,136.6,1,3,30,5,42607,82.76,,45104,46.67,,42602,100,,44408,93.1,,44314,100,,,,,,,,,,
b1,7199,A7199,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,16,C16,VERDADEIRO,2015,ACTIVO,TRA,Ordinário,1,60,10,30,30,10,0,,,,,,,,,,10,5,43501,97.3,,47035,96.43,,40308,96.43,,42782,84.62,,47266,94.74,,,,,,,,,,
b1,7200,A7200,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,30/09/2015,Deferida,06/11/2015,2263,10,157.4,1,1,10,5,42502,92.11,,40431,100,,40436,100,,47166,86.36,,42729,100,,,,,,,,,,
b1,7201,A7201,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,44,C44,VERDADEIRO,2015,ACTIVO,MUD,Ordinário,1,60,10,30,52,10,0,30,30/09/2015,Indeferida,25/01/2016,,,,,,10,4,45118,96.3,,47888,95.45,,45156,90,,45207,96.55,,,,,,,,,,,,,
b1,7202,A7202,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,10,13/09/2015,Deferida,05/01/2016,1108,10,121.8,1,4,30,5,42729,70,,47169,95.12,,47107,96.55,,43504,92.86,,47238,85.71,,,,,,,,,,
b1,7203,A7203,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,,,,,,10,131.4,1,3,30,5,45104,35.71,,42607,85.71,,42602,82.14,,42611,86.67,,44319,86.21,,,,,,,,,,
b1,7204,A7204,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,54,10,0,,,,,,10,136.6,1,3,10,5,40331,96.55,,42729,100,,40333,100,,43257,92.86,,47171,97.56,,,,,,,,,,
b1,7205,A7205,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,42,C42,VERDADEIRO,2015,ACTIVO,TRA,Ordinário,1,60,10,30,48,10,0,,,,,,,,,,10,5,47015,95,,47215,96.43,,47216,92.31,,40577,100,,43346,100,,,,,,,,,,
b1,7206,A7206,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,24,C24,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,137,1,2,10,5,42491,92.86,,47128,95.83,,42441,100,,42447,96.67,,47235,100,,,,,,,,,,
b1,7207,A7207,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,36,10,0,10,10/09/2015,Deferida,30/11/2015,1064,10,143.4,1,1,30,4,47171,58.97,,40333,73.08,,43257,78.57,,40331,92.86,,,,,,,,,,,,,
b1,7208,A7208,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,10,20/09/2015,Deferida,26/10/2015,2245,10,125.8,1,2,20,5,40333,48.28,,43257,-2,,47171,14.63,,40331,31.03,,42729,10.71,,,,,,,,,,
b1,7209,A7209,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,60,10,0,30,20/09/2015,Indeferida,26/10/2015,,10,141.6,1,1,10,5,40331,100,,42729,100,,40333,100,,43257,96.43,,47171,100,,,,,,,,,,
b1,7210,A7210,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,66,10,30,60,10,0,10,18/09/2015,Deferida,26/10/2015,1641,10,141.8,1,2,30,6,42604,100,,45104,100,,44540,100,,42611,100,,42602,95.83,,41201,80,,,,,,,
b1,7211,A7211,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,151.8,1,1,10,5,42607,96.88,,42602,92.59,,42611,88.89,,46814,100,,41201,86.21,,,,,,,,,,
b1,7212,A7212,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,10,121.5,1,5,10,4,47030,100,,42883,100,,41703,100,,42257,97.67,,,,,,,,,,,,,
b1,7213,A7213,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,36,10,0,10,21/08/2015,Deferida,25/01/2016,2368,10,137,1,1,30,5,42729,73.33,,47169,97.56,,43504,96.43,,47238,85.71,,47107,96.55,,,,,,,,,,
b1,7214,A7214,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,,,,,,10,156.8,1,1,30,5,42602,88.89,,42611,81.48,,41201,78.57,,46814,100,,42607,84.38,,,,,,,,,,
b1,7215,A7215,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Agente Associativo - UA,1,60,10,30,30,10,0,,,,,,10,135.5,1,4,30,5,47107,96.77,,43504,92.86,,47238,80.95,,42729,76.67,,47169,95.12,,,,,,,,,,
b1,7216,A7216,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,57,C57,VERDADEIRO,2015,ACTIVO,M23,Trabalhador Estudante,1,60,10,30,48,10,0,,,,,,,,,,30,5,81454,100,,81456,100,,81452,100,,81455,50,,81453,93.33,,,,,,,,,,
b1,7217,A7217,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,41,C41,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,19/08/2015,Deferida,17/12/2015,2590,10,140.4,1,1,30,5,46843,37.93,,44314,100,,45104,40,,42602,100,,44243,82.76,,,,,,,,,,
b1,7218,A7218,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,18,10,0,30,13/10/2015,Indeferida,25/01/2016,,10,151.2,1,2,30,5,40431,92.86,,40436,100,,47166,56.82,,42729,96.43,,42502,89.47,,,,,,,,,,
b1,7219,A7219,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,,,,,,10,168.8,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7220,A7220,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,19/08/2015,Deferida,01/10/2015,1064,10,146,1,1,10,5,42602,86.21,,42611,100,,46814,100,,46843,85.19,,41201,93.18,,,,,,,,,,
b1,7221,A7221,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,20,C20,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,20,60,10,0,10,30/09/2015,Deferida,09/01/2016,3459,10,153.9,1,1,20,5,46715,92.86,,47048,85.71,,47188,80,,47018,-2,,47013,80,,,,,,,,,,
b1,7222,A7222,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,122.5,1,5,10,5,42729,83.33,,42883,100,,47030,100,,42257,100,,41703,100,,,,,,,,,,
b1,7223,A7223,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,42,10,0,,,,,,10,143.2,1,2,30,5,40338,100,,42729,74.07,,47166,11.63,,40333,55.56,,43257,78.57,,,,,,,,,,
b1,7224,A7224,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,,,,,,10,160.8,1,1,30,5,41201,89.29,,42607,72.41,,46844,95.65,,42611,85.19,,42602,92.59,,,,,,,,,,
b1,7225,A7225,,PORTUGAL,Sim,Não,,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ANULADO,M23,Ordinário,1,0,,0,0,10,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7226,A7226,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,30,1063.47,30,26/08/2015,Indeferida,29/01/2016,,10,144.8,1,1,30,5,42602,82.76,,42611,100,,46844,100,,41201,82.93,,46843,77.78,,,,,,,,,,
b1,7227,A7227,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,34,C34,VERDADEIRO,2015,ACTIVO,M23,Ordinário,1,60,10,30,60,10,0,,,,,,,,,,10,5,41159,96.55,,45301,100,,47081,100,,47240,100,,47001,96.43,,,,,,,,,,
b1,7228,A7228,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,20,10,0,,,,,,10,137.2,1,1,30,5,40338,96.15,,42729,88.89,,47166,48.84,,40333,62.96,,43257,80,,,,,,,,,,
b1,7229,A7229,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,22,10,0,,,,,,10,138.6,1,3,30,5,40338,96.15,,40333,100,,43257,93.33,,42729,93.33,,47166,35.71,,,,,,,,,,
b1,7230,A7230,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,26,34,10,0,,,,,,10,132,1,2,30,5,42729,86.67,,40331,96.55,,40333,100,,43257,96.43,,47171,76.92,,,,,,,,,,
b1,7231,A7231,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,10,24/09/2015,Deferida,06/11/2015,2779,10,163.6,1,1,30,5,42602,40.74,,46844,56.52,,42611,59.26,,41201,83.72,,42607,68.75,,,,,,,,,,
b1,7232,A7232,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,73,C73,VERDADEIRO,2015,ANULADO,M23,Trabalhador Estudante,1,60,30,30,6,10,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7233,A7233,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,23,C23,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,42,10,0,30,01/10/2015,Indeferida,15/01/2016,,10,141.8,1,3,30,5,45737,87.18,,47122,100,,47253,76.47,,41201,88.64,,47286,75,,,,,,,,,,
b1,7234,A7234,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,58,C58,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,30,10,0,30,21/08/2015,Indeferida,26/10/2015,,10,152.4,1,1,30,5,40431,100,,42502,89.47,,42729,50,,47166,15.91,,40436,86.21,,,,,,,,,,
b1,7235,A7235,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,26,C26,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,6,10,0,10,23/10/2015,Deferida,25/01/2016,1517,10,147.2,1,1,10,5,40338,100,,40333,100,,43257,96.67,,42729,100,,47166,97.67,,,,,,,,,,
b1,7236,A7236,,PORTUGAL,Não,Não,Não Prescrito,Mestrado Integrado,18,C18,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,26,0,10,0,,,,,,10,126.2,1,1,30,5,40331,85.71,,40333,65.38,,43257,82.14,,47171,48.72,,42729,70,,,,,,,,,,
b1,7237,A7237,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,38,C38,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,60,10,0,10,28/07/2015,Deferida,03/10/2015,1064,10,182.5,1,1,10,4,48138,100,,48137,100,,48140,100,,48139,100,,,,,,,,,,,,,
b1,7238,A7238,,PORTUGAL,Sim,Não,Não Prescrito,Licenciatura - 1º Ciclo,39,C39,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,30,30,24,10,0,,,,,,10,121.5,1,1,30,5,42257,100,,47030,92.31,,42729,80,,42883,100,,41703,100,,,,,,,,,,
b1,7239,A7239,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,29,C29,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,54,10,0,10,29/07/2015,Deferida,16/11/2015,1760,10,162,1,2,30,5,42602,71.43,,42611,96.43,,41201,58.62,,42607,71.43,,46814,100,,,,,,,,,,
b1,7240,A7240,,PORTUGAL,Sim,Não,Não Prescrito,Mestrado Integrado,49,C49,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,10,27/09/2015,Deferida,23/11/2015,1064,10,136.5,1,2,30,5,42729,80,,47169,100,,43504,50,,47238,95.24,,47107,100,,,,,,,,,,
b1,7241,A7241,,PORTUGAL,Não,Não,,Licenciatura - 1º Ciclo,40,C40,VERDADEIRO,2015,ANULADO,RG,Ordinário,1,0,,0,0,10,0,30,21/08/2015,Indeferida,05/01/2016,,10,137,1,3,,0,,,,,,,,,,,,,,,,,,,,,,,,
b1,7242,A7242,,PORTUGAL,Não,Não,Não Prescrito,Licenciatura - 1º Ciclo,43,C43,VERDADEIRO,2015,ACTIVO,RG,Ordinário,1,60,10,30,48,10,0,,,,,,10,130.6,1,1,30,5,45104,71.43,,46843,92.86,,42602,89.29,,44319,100,,42611,90,,,,,,,,,,
